
begin to compute gravity matrix
computing 3940-th point: lon=98.933296 lat=25.482873
computing 8776-th point: lon=100.699999 lat=25.051417
computing 1657-th point: lon=98.099999 lat=25.748451
computing 6376-th point: lon=99.833296 lat=26.179955
computing 3941-th point: lon=98.933296 lat=25.449713
computing 8777-th point: lon=100.699999 lat=25.018263
computing 6377-th point: lon=99.833296 lat=26.146795
computing 1658-th point: lon=98.099999 lat=25.715291
computing 3942-th point: lon=98.933296 lat=25.416552
computing 8778-th point: lon=100.699999 lat=24.985007
computing 6378-th point: lon=99.833296 lat=26.113634
computing 3943-th point: lon=98.933296 lat=25.383296
computing 8779-th point: lon=100.699999 lat=24.951853
computing 1659-th point: lon=98.099999 lat=25.682028
computing 6379-th point: lon=99.833296 lat=26.080365
computing 3944-th point: lon=98.933296 lat=25.350135
computing 8780-th point: lon=100.699999 lat=24.918693
computing 6380-th point: lon=99.833296 lat=26.047204
computing 1660-th point: lon=98.099999 lat=25.648867
computing 3945-th point: lon=98.933296 lat=25.316975
computing 8781-th point: lon=100.699999 lat=24.885437
computing 1661-th point: lon=98.099999 lat=25.615707
computing 6381-th point: lon=99.833296 lat=26.014043
computing 3946-th point: lon=98.933296 lat=25.283719
computing 6382-th point: lon=99.833296 lat=25.980780
computing 3947-th point: lon=98.933296 lat=25.250558
computing 8782-th point: lon=100.699999 lat=24.852283
computing 1662-th point: lon=98.099999 lat=25.582451
computing 6383-th point: lon=99.833296 lat=25.947620
computing 3948-th point: lon=98.933296 lat=25.217404
computing 1663-th point: lon=98.099999 lat=25.549290
computing 6384-th point: lon=99.833296 lat=25.914459
computing 8783-th point: lon=100.699999 lat=24.819129
computing 3949-th point: lon=98.933296 lat=25.184148
computing 1664-th point: lon=98.099999 lat=25.516129
computing 6385-th point: lon=99.833296 lat=25.881196
computing 8784-th point: lon=100.699999 lat=24.785873
computing 3950-th point: lon=98.933296 lat=25.150987
computing 6386-th point: lon=99.833296 lat=25.848036
computing 8785-th point: lon=100.699999 lat=24.752719
computing 1665-th point: lon=98.099999 lat=25.482873
computing 3951-th point: lon=98.933296 lat=25.117834
computing 6387-th point: lon=99.833296 lat=25.814868
computing 1666-th point: lon=98.099999 lat=25.449713
computing 8786-th point: lon=100.699999 lat=24.719565
computing 3952-th point: lon=98.933296 lat=25.084578
computing 6388-th point: lon=99.833296 lat=25.781612
computing 8787-th point: lon=100.699999 lat=24.686309
computing 3953-th point: lon=98.933296 lat=25.051417
computing 1667-th point: lon=98.099999 lat=25.416552
computing 6389-th point: lon=99.833296 lat=25.748451
computing 8788-th point: lon=100.699999 lat=24.653155
computing 3954-th point: lon=98.933296 lat=25.018263
computing 1668-th point: lon=98.099999 lat=25.383296
computing 8789-th point: lon=100.699999 lat=24.620002
computing 6390-th point: lon=99.833296 lat=25.715291
computing 1669-th point: lon=98.099999 lat=25.350135
computing 3955-th point: lon=98.933296 lat=24.985007
computing 8790-th point: lon=100.699999 lat=24.586746
computing 6391-th point: lon=99.833296 lat=25.682028
computing 3956-th point: lon=98.933296 lat=24.951853
computing 1670-th point: lon=98.099999 lat=25.316975
computing 8791-th point: lon=100.699999 lat=24.553592
computing 6392-th point: lon=99.833296 lat=25.648867
computing 3957-th point: lon=98.933296 lat=24.918693
computing 1671-th point: lon=98.099999 lat=25.283719
computing 8792-th point: lon=100.699999 lat=24.520438
computing 6393-th point: lon=99.833296 lat=25.615707
computing 3958-th point: lon=98.933296 lat=24.885437
computing 1672-th point: lon=98.099999 lat=25.250558
computing 8793-th point: lon=100.699999 lat=24.487189
computing 6394-th point: lon=99.833296 lat=25.582451
computing 3959-th point: lon=98.933296 lat=24.852283
computing 1673-th point: lon=98.099999 lat=25.217404
computing 8794-th point: lon=100.699999 lat=24.454035
computing 6395-th point: lon=99.833296 lat=25.549290
computing 3960-th point: lon=98.933296 lat=24.819129
computing 1674-th point: lon=98.099999 lat=25.184148
computing 8795-th point: lon=100.699999 lat=24.420881
computing 6396-th point: lon=99.833296 lat=25.516129
computing 3961-th point: lon=98.933296 lat=24.785873
computing 1675-th point: lon=98.099999 lat=25.150987
computing 8796-th point: lon=100.699999 lat=24.387625
computing 3962-th point: lon=98.933296 lat=24.752719
computing 6397-th point: lon=99.833296 lat=25.482873
computing 1676-th point: lon=98.099999 lat=25.117834
computing 8797-th point: lon=100.699999 lat=24.354478
computing 6398-th point: lon=99.833296 lat=25.449713
computing 3963-th point: lon=98.933296 lat=24.719565
computing 8798-th point: lon=100.699999 lat=24.321324
computing 1677-th point: lon=98.099999 lat=25.084578
computing 6399-th point: lon=99.833296 lat=25.416552
computing 3964-th point: lon=98.933296 lat=24.686309
computing 8799-th point: lon=100.699999 lat=24.288068
computing 1678-th point: lon=98.099999 lat=25.051417
computing 6400-th point: lon=99.833296 lat=25.383296
computing 3965-th point: lon=98.933296 lat=24.653155
computing 8800-th point: lon=100.699999 lat=24.254921
computing 1679-th point: lon=98.099999 lat=25.018263
computing 6401-th point: lon=99.833296 lat=25.350135
computing 3966-th point: lon=98.933296 lat=24.620002
computing 8801-th point: lon=100.699999 lat=24.221768
computing 1680-th point: lon=98.099999 lat=24.985007
computing 6402-th point: lon=99.833296 lat=25.316975
computing 3967-th point: lon=98.933296 lat=24.586746
computing 8802-th point: lon=100.699999 lat=24.188518
computing 1681-th point: lon=98.099999 lat=24.951853
computing 6403-th point: lon=99.833296 lat=25.283719
computing 3968-th point: lon=98.933296 lat=24.553592
computing 8803-th point: lon=100.699999 lat=24.155364
computing 3969-th point: lon=98.933296 lat=24.520438
computing 6404-th point: lon=99.833296 lat=25.250558
computing 1682-th point: lon=98.099999 lat=24.918693
computing 8804-th point: lon=100.699999 lat=24.122211
computing 1683-th point: lon=98.099999 lat=24.885437
computing 3970-th point: lon=98.933296 lat=24.487189
computing 6405-th point: lon=99.833296 lat=25.217404
computing 8805-th point: lon=100.699999 lat=24.088961
computing 1684-th point: lon=98.099999 lat=24.852283
computing 3971-th point: lon=98.933296 lat=24.454035
computing 6406-th point: lon=99.833296 lat=25.184148
computing 8806-th point: lon=100.699999 lat=24.055814
computing 1685-th point: lon=98.099999 lat=24.819129
computing 3972-th point: lon=98.933296 lat=24.420881
computing 6407-th point: lon=99.833296 lat=25.150987
computing 8807-th point: lon=100.699999 lat=24.022661
computing 3973-th point: lon=98.933296 lat=24.387625
computing 6408-th point: lon=99.833296 lat=25.117834
computing 1686-th point: lon=98.099999 lat=24.785873
computing 8808-th point: lon=100.699999 lat=23.989411
computing 3974-th point: lon=98.933296 lat=24.354478
computing 6409-th point: lon=99.833296 lat=25.084578
computing 1687-th point: lon=98.099999 lat=24.752719
computing 8809-th point: lon=100.699999 lat=23.956264
computing 3975-th point: lon=98.933296 lat=24.321324
computing 6410-th point: lon=99.833296 lat=25.051417
computing 8810-th point: lon=100.699999 lat=23.923111
computing 1688-th point: lon=98.099999 lat=24.719565
computing 3976-th point: lon=98.933296 lat=24.288068
computing 6411-th point: lon=99.833296 lat=25.018263
computing 8811-th point: lon=100.699999 lat=23.889861
computing 1689-th point: lon=98.099999 lat=24.686309
computing 3977-th point: lon=98.933296 lat=24.254921
computing 8812-th point: lon=100.699999 lat=23.856714
computing 6412-th point: lon=99.833296 lat=24.985007
computing 1690-th point: lon=98.099999 lat=24.653155
computing 3978-th point: lon=98.933296 lat=24.221768
computing 8813-th point: lon=100.699999 lat=23.823561
computing 6413-th point: lon=99.833296 lat=24.951853
computing 1691-th point: lon=98.099999 lat=24.620002
computing 3979-th point: lon=98.933296 lat=24.188518
computing 8814-th point: lon=100.699999 lat=23.790311
computing 6414-th point: lon=99.833296 lat=24.918693
computing 1692-th point: lon=98.099999 lat=24.586746
computing 3980-th point: lon=98.933296 lat=24.155364
computing 8815-th point: lon=100.699999 lat=23.757164
computing 6415-th point: lon=99.833296 lat=24.885437
computing 1693-th point: lon=98.099999 lat=24.553592
computing 3981-th point: lon=98.933296 lat=24.122211
computing 6416-th point: lon=99.833296 lat=24.852283
computing 8816-th point: lon=100.699999 lat=23.724018
computing 1694-th point: lon=98.099999 lat=24.520438
computing 3982-th point: lon=98.933296 lat=24.088961
computing 8817-th point: lon=100.699999 lat=23.690768
computing 6417-th point: lon=99.833296 lat=24.819129
computing 3983-th point: lon=98.933296 lat=24.055814
computing 8818-th point: lon=100.699999 lat=23.657614
computing 1695-th point: lon=98.099999 lat=24.487189
computing 6418-th point: lon=99.833296 lat=24.785873
computing 3984-th point: lon=98.933296 lat=24.022661
computing 8819-th point: lon=100.699999 lat=23.624468
computing 1696-th point: lon=98.099999 lat=24.454035
computing 6419-th point: lon=99.833296 lat=24.752719
computing 8820-th point: lon=100.699999 lat=23.591218
computing 3985-th point: lon=98.933296 lat=23.989411
computing 1697-th point: lon=98.099999 lat=24.420881
computing 6420-th point: lon=99.833296 lat=24.719565
computing 8821-th point: lon=100.699999 lat=23.558078
computing 3986-th point: lon=98.933296 lat=23.956264
computing 6421-th point: lon=99.833296 lat=24.686309
computing 1698-th point: lon=98.099999 lat=24.387625
computing 8822-th point: lon=100.699999 lat=23.524924
computing 6422-th point: lon=99.833296 lat=24.653155
computing 3987-th point: lon=98.933296 lat=23.923111
computing 8823-th point: lon=100.699999 lat=23.491682
computing 6423-th point: lon=99.833296 lat=24.620002
computing 1699-th point: lon=98.099999 lat=24.354478
computing 8824-th point: lon=100.699999 lat=23.458535
computing 3988-th point: lon=98.933296 lat=23.889861
computing 6424-th point: lon=99.833296 lat=24.586746
computing 8825-th point: lon=100.699999 lat=23.425381
computing 6425-th point: lon=99.833296 lat=24.553592
computing 1700-th point: lon=98.099999 lat=24.321324
computing 3989-th point: lon=98.933296 lat=23.856714
computing 6426-th point: lon=99.833296 lat=24.520438
computing 3990-th point: lon=98.933296 lat=23.823561
computing 6427-th point: lon=99.833296 lat=24.487189
computing 8826-th point: lon=100.699999 lat=23.392139
computing 1701-th point: lon=98.099999 lat=24.288068
computing 6428-th point: lon=99.833296 lat=24.454035
computing 8827-th point: lon=100.699999 lat=23.358992
computing 3991-th point: lon=98.933296 lat=23.790311
computing 1702-th point: lon=98.099999 lat=24.254921
computing 8828-th point: lon=100.733296 lat=26.345977
computing 6429-th point: lon=99.833296 lat=24.420881
computing 3992-th point: lon=98.933296 lat=23.757164
computing 8829-th point: lon=100.733296 lat=26.312809
computing 6430-th point: lon=99.833296 lat=24.387625
computing 1703-th point: lon=98.099999 lat=24.221768
computing 3993-th point: lon=98.933296 lat=23.724018
computing 8830-th point: lon=100.733296 lat=26.279546
computing 6431-th point: lon=99.833296 lat=24.354478
computing 1704-th point: lon=98.099999 lat=24.188518
computing 3994-th point: lon=98.933296 lat=23.690768
computing 8831-th point: lon=100.733296 lat=26.246386
computing 6432-th point: lon=99.833296 lat=24.321324
computing 1705-th point: lon=98.099999 lat=24.155364
computing 3995-th point: lon=98.933296 lat=23.657614
computing 8832-th point: lon=100.733296 lat=26.213219
computing 6433-th point: lon=99.833296 lat=24.288068
computing 3996-th point: lon=98.933296 lat=23.624468
computing 1706-th point: lon=98.099999 lat=24.122211
computing 8833-th point: lon=100.733296 lat=26.179955
computing 6434-th point: lon=99.833296 lat=24.254921
computing 3997-th point: lon=98.933296 lat=23.591218
computing 1707-th point: lon=98.099999 lat=24.088961
computing 8834-th point: lon=100.733296 lat=26.146795
computing 6435-th point: lon=99.833296 lat=24.221768
computing 3998-th point: lon=98.933296 lat=23.558078
computing 8835-th point: lon=100.733296 lat=26.113634
computing 1708-th point: lon=98.099999 lat=24.055814
computing 6436-th point: lon=99.833296 lat=24.188518
computing 8836-th point: lon=100.733296 lat=26.080365
computing 3999-th point: lon=98.933296 lat=23.524924
computing 1709-th point: lon=98.099999 lat=24.022661
computing 8837-th point: lon=100.733296 lat=26.047204
computing 6437-th point: lon=99.833296 lat=24.155364
computing 4000-th point: lon=98.933296 lat=23.491682
computing 1710-th point: lon=98.099999 lat=23.989411
computing 8838-th point: lon=100.733296 lat=26.014043
computing 6438-th point: lon=99.833296 lat=24.122211
computing 4001-th point: lon=98.933296 lat=23.458535
computing 1711-th point: lon=98.099999 lat=23.956264
computing 8839-th point: lon=100.733296 lat=25.980780
computing 6439-th point: lon=99.833296 lat=24.088961
computing 4002-th point: lon=98.933296 lat=23.425381
computing 1712-th point: lon=98.099999 lat=23.923111
computing 8840-th point: lon=100.733296 lat=25.947620
computing 6440-th point: lon=99.833296 lat=24.055814
computing 4003-th point: lon=98.933296 lat=23.392139
computing 1713-th point: lon=98.099999 lat=23.889861
computing 8841-th point: lon=100.733296 lat=25.914459
computing 6441-th point: lon=99.833296 lat=24.022661
computing 4004-th point: lon=98.933296 lat=23.358992
computing 1714-th point: lon=98.099999 lat=23.856714
computing 8842-th point: lon=100.733296 lat=25.881196
computing 4005-th point: lon=98.966695 lat=26.345977
computing 6442-th point: lon=99.833296 lat=23.989411
computing 8843-th point: lon=100.733296 lat=25.848036
computing 1715-th point: lon=98.099999 lat=23.823561
computing 4006-th point: lon=98.966695 lat=26.312809
computing 6443-th point: lon=99.833296 lat=23.956264
computing 8844-th point: lon=100.733296 lat=25.814868
computing 1716-th point: lon=98.099999 lat=23.790311
computing 4007-th point: lon=98.966695 lat=26.279546
computing 6444-th point: lon=99.833296 lat=23.923111
computing 8845-th point: lon=100.733296 lat=25.781612
computing 4008-th point: lon=98.966695 lat=26.246386
computing 1717-th point: lon=98.099999 lat=23.757164
computing 6445-th point: lon=99.833296 lat=23.889861
computing 8846-th point: lon=100.733296 lat=25.748451
computing 4009-th point: lon=98.966695 lat=26.213219
computing 1718-th point: lon=98.099999 lat=23.724018
computing 6446-th point: lon=99.833296 lat=23.856714
computing 8847-th point: lon=100.733296 lat=25.715291
computing 4010-th point: lon=98.966695 lat=26.179955
computing 1719-th point: lon=98.099999 lat=23.690768
computing 6447-th point: lon=99.833296 lat=23.823561
computing 8848-th point: lon=100.733296 lat=25.682028
computing 4011-th point: lon=98.966695 lat=26.146795
computing 1720-th point: lon=98.099999 lat=23.657614
computing 6448-th point: lon=99.833296 lat=23.790311
computing 8849-th point: lon=100.733296 lat=25.648867
computing 4012-th point: lon=98.966695 lat=26.113634
computing 1721-th point: lon=98.099999 lat=23.624468
computing 8850-th point: lon=100.733296 lat=25.615707
computing 6449-th point: lon=99.833296 lat=23.757164
