
begin to compute gravity matrix
computing 1510-th point: lon=98.033302 lat=24.586746
computing 8638-th point: lon=100.633302 lat=23.591218
computing 6228-th point: lon=99.766702 lat=25.051417
computing 1511-th point: lon=98.033302 lat=24.553592
computing 3814-th point: lon=98.866701 lat=23.624468
computing 8639-th point: lon=100.633302 lat=23.558078
computing 6229-th point: lon=99.766702 lat=25.018263
computing 1512-th point: lon=98.033302 lat=24.520438
computing 6230-th point: lon=99.766702 lat=24.985007
computing 1513-th point: lon=98.033302 lat=24.487189
computing 3815-th point: lon=98.866701 lat=23.591218
computing 8640-th point: lon=100.633302 lat=23.524924
computing 6231-th point: lon=99.766702 lat=24.951853
computing 1514-th point: lon=98.033302 lat=24.454035
computing 3816-th point: lon=98.866701 lat=23.558078
computing 6232-th point: lon=99.766702 lat=24.918693
computing 1515-th point: lon=98.033302 lat=24.420881
computing 8641-th point: lon=100.633302 lat=23.491682
computing 6233-th point: lon=99.766702 lat=24.885437
computing 1516-th point: lon=98.033302 lat=24.387625
computing 3817-th point: lon=98.866701 lat=23.524924
computing 1517-th point: lon=98.033302 lat=24.354478
computing 6234-th point: lon=99.766702 lat=24.852283
computing 8642-th point: lon=100.633302 lat=23.458535
computing 1518-th point: lon=98.033302 lat=24.321324
computing 6235-th point: lon=99.766702 lat=24.819129
computing 3818-th point: lon=98.866701 lat=23.491682
computing 1519-th point: lon=98.033302 lat=24.288068
computing 6236-th point: lon=99.766702 lat=24.785873
computing 8643-th point: lon=100.633302 lat=23.425381
computing 1520-th point: lon=98.033302 lat=24.254921
computing 6237-th point: lon=99.766702 lat=24.752719
computing 3819-th point: lon=98.866701 lat=23.458535
computing 8644-th point: lon=100.633302 lat=23.392139
computing 1521-th point: lon=98.033302 lat=24.221768
computing 6238-th point: lon=99.766702 lat=24.719565
computing 1522-th point: lon=98.033302 lat=24.188518
computing 3820-th point: lon=98.866701 lat=23.425381
computing 6239-th point: lon=99.766702 lat=24.686309
computing 8645-th point: lon=100.633302 lat=23.358992
computing 1523-th point: lon=98.033302 lat=24.155364
computing 6240-th point: lon=99.766702 lat=24.653155
computing 8646-th point: lon=100.666702 lat=26.345977
computing 3821-th point: lon=98.866701 lat=23.392139
computing 1524-th point: lon=98.033302 lat=24.122211
computing 6241-th point: lon=99.766702 lat=24.620002
computing 8647-th point: lon=100.666702 lat=26.312809
computing 1525-th point: lon=98.033302 lat=24.088961
computing 6242-th point: lon=99.766702 lat=24.586746
computing 8648-th point: lon=100.666702 lat=26.279546
computing 3822-th point: lon=98.866701 lat=23.358992
computing 1526-th point: lon=98.033302 lat=24.055814
computing 6243-th point: lon=99.766702 lat=24.553592
computing 8649-th point: lon=100.666702 lat=26.246386
computing 3823-th point: lon=98.899999 lat=26.345977
computing 1527-th point: lon=98.033302 lat=24.022661
computing 6244-th point: lon=99.766702 lat=24.520438
computing 8650-th point: lon=100.666702 lat=26.213219
computing 3824-th point: lon=98.899999 lat=26.312809
computing 1528-th point: lon=98.033302 lat=23.989411
computing 8651-th point: lon=100.666702 lat=26.179955
computing 6245-th point: lon=99.766702 lat=24.487189
computing 3825-th point: lon=98.899999 lat=26.279546
computing 1529-th point: lon=98.033302 lat=23.956264
computing 8652-th point: lon=100.666702 lat=26.146795
computing 3826-th point: lon=98.899999 lat=26.246386
computing 6246-th point: lon=99.766702 lat=24.454035
computing 1530-th point: lon=98.033302 lat=23.923111
computing 8653-th point: lon=100.666702 lat=26.113634
computing 6247-th point: lon=99.766702 lat=24.420881
computing 8654-th point: lon=100.666702 lat=26.080365
computing 6248-th point: lon=99.766702 lat=24.387625
computing 3827-th point: lon=98.899999 lat=26.213219
computing 1531-th point: lon=98.033302 lat=23.889861
computing 8655-th point: lon=100.666702 lat=26.047204
computing 6249-th point: lon=99.766702 lat=24.354478
computing 3828-th point: lon=98.899999 lat=26.179955
computing 8656-th point: lon=100.666702 lat=26.014043
computing 1532-th point: lon=98.033302 lat=23.856714
computing 6250-th point: lon=99.766702 lat=24.321324
computing 1533-th point: lon=98.033302 lat=23.823561
computing 8657-th point: lon=100.666702 lat=25.980780
computing 6251-th point: lon=99.766702 lat=24.288068
computing 3829-th point: lon=98.899999 lat=26.146795
computing 1534-th point: lon=98.033302 lat=23.790311
computing 8658-th point: lon=100.666702 lat=25.947620
computing 6252-th point: lon=99.766702 lat=24.254921
computing 3830-th point: lon=98.899999 lat=26.113634
computing 1535-th point: lon=98.033302 lat=23.757164
computing 8659-th point: lon=100.666702 lat=25.914459
computing 6253-th point: lon=99.766702 lat=24.221768
computing 3831-th point: lon=98.899999 lat=26.080365
computing 8660-th point: lon=100.666702 lat=25.881196
computing 1536-th point: lon=98.033302 lat=23.724018
computing 6254-th point: lon=99.766702 lat=24.188518
computing 3832-th point: lon=98.899999 lat=26.047204
computing 8661-th point: lon=100.666702 lat=25.848036
computing 1537-th point: lon=98.033302 lat=23.690768
computing 6255-th point: lon=99.766702 lat=24.155364
computing 3833-th point: lon=98.899999 lat=26.014043
computing 8662-th point: lon=100.666702 lat=25.814868
computing 1538-th point: lon=98.033302 lat=23.657614
computing 6256-th point: lon=99.766702 lat=24.122211
computing 3834-th point: lon=98.899999 lat=25.980780
computing 8663-th point: lon=100.666702 lat=25.781612
computing 1539-th point: lon=98.033302 lat=23.624468
computing 6257-th point: lon=99.766702 lat=24.088961
computing 1540-th point: lon=98.033302 lat=23.591218
computing 8664-th point: lon=100.666702 lat=25.748451
computing 3835-th point: lon=98.899999 lat=25.947620
computing 6258-th point: lon=99.766702 lat=24.055814
computing 1541-th point: lon=98.033302 lat=23.558078
computing 3836-th point: lon=98.899999 lat=25.914459
computing 8665-th point: lon=100.666702 lat=25.715291
computing 6259-th point: lon=99.766702 lat=24.022661
computing 1542-th point: lon=98.033302 lat=23.524924
computing 3837-th point: lon=98.899999 lat=25.881196
computing 8666-th point: lon=100.666702 lat=25.682028
computing 6260-th point: lon=99.766702 lat=23.989411
computing 1543-th point: lon=98.033302 lat=23.491682
computing 3838-th point: lon=98.899999 lat=25.848036
computing 8667-th point: lon=100.666702 lat=25.648867
computing 6261-th point: lon=99.766702 lat=23.956264
computing 1544-th point: lon=98.033302 lat=23.458535
computing 8668-th point: lon=100.666702 lat=25.615707
computing 3839-th point: lon=98.899999 lat=25.814868
computing 6262-th point: lon=99.766702 lat=23.923111
computing 1545-th point: lon=98.033302 lat=23.425381
computing 8669-th point: lon=100.666702 lat=25.582451
computing 3840-th point: lon=98.899999 lat=25.781612
computing 6263-th point: lon=99.766702 lat=23.889861
computing 1546-th point: lon=98.033302 lat=23.392139
computing 8670-th point: lon=100.666702 lat=25.549290
computing 3841-th point: lon=98.899999 lat=25.748451
computing 6264-th point: lon=99.766702 lat=23.856714
computing 1547-th point: lon=98.033302 lat=23.358992
computing 8671-th point: lon=100.666702 lat=25.516129
computing 6265-th point: lon=99.766702 lat=23.823561
computing 3842-th point: lon=98.899999 lat=25.715291
computing 1548-th point: lon=98.066702 lat=26.345977
computing 8672-th point: lon=100.666702 lat=25.482873
computing 6266-th point: lon=99.766702 lat=23.790311
computing 1549-th point: lon=98.066702 lat=26.312809
computing 3843-th point: lon=98.899999 lat=25.682028
computing 8673-th point: lon=100.666702 lat=25.449713
computing 1550-th point: lon=98.066702 lat=26.279546
computing 6267-th point: lon=99.766702 lat=23.757164
computing 3844-th point: lon=98.899999 lat=25.648867
computing 8674-th point: lon=100.666702 lat=25.416552
computing 1551-th point: lon=98.066702 lat=26.246386
computing 6268-th point: lon=99.766702 lat=23.724018
computing 3845-th point: lon=98.899999 lat=25.615707
computing 8675-th point: lon=100.666702 lat=25.383296
computing 1552-th point: lon=98.066702 lat=26.213219
computing 6269-th point: lon=99.766702 lat=23.690768
computing 3846-th point: lon=98.899999 lat=25.582451
computing 8676-th point: lon=100.666702 lat=25.350135
computing 1553-th point: lon=98.066702 lat=26.179955
computing 6270-th point: lon=99.766702 lat=23.657614
computing 3847-th point: lon=98.899999 lat=25.549290
computing 8677-th point: lon=100.666702 lat=25.316975
computing 1554-th point: lon=98.066702 lat=26.146795
computing 6271-th point: lon=99.766702 lat=23.624468
computing 3848-th point: lon=98.899999 lat=25.516129
computing 8678-th point: lon=100.666702 lat=25.283719
computing 1555-th point: lon=98.066702 lat=26.113634
computing 6272-th point: lon=99.766702 lat=23.591218
computing 8679-th point: lon=100.666702 lat=25.250558
computing 1556-th point: lon=98.066702 lat=26.080365
computing 3849-th point: lon=98.899999 lat=25.482873
computing 6273-th point: lon=99.766702 lat=23.558078
computing 1557-th point: lon=98.066702 lat=26.047204
computing 8680-th point: lon=100.666702 lat=25.217404
computing 3850-th point: lon=98.899999 lat=25.449713
computing 6274-th point: lon=99.766702 lat=23.524924
computing 1558-th point: lon=98.066702 lat=26.014043
computing 8681-th point: lon=100.666702 lat=25.184148
computing 3851-th point: lon=98.899999 lat=25.416552
computing 6275-th point: lon=99.766702 lat=23.491682
computing 1559-th point: lon=98.066702 lat=25.980780
computing 8682-th point: lon=100.666702 lat=25.150987
computing 3852-th point: lon=98.899999 lat=25.383296
computing 6276-th point: lon=99.766702 lat=23.458535
computing 1560-th point: lon=98.066702 lat=25.947620
computing 8683-th point: lon=100.666702 lat=25.117834
computing 3853-th point: lon=98.899999 lat=25.350135
computing 6277-th point: lon=99.766702 lat=23.425381
computing 1561-th point: lon=98.066702 lat=25.914459
computing 8684-th point: lon=100.666702 lat=25.084578
computing 3854-th point: lon=98.899999 lat=25.316975
computing 6278-th point: lon=99.766702 lat=23.392139
computing 1562-th point: lon=98.066702 lat=25.881196
computing 8685-th point: lon=100.666702 lat=25.051417
computing 3855-th point: lon=98.899999 lat=25.283719
computing 1563-th point: lon=98.066702 lat=25.848036
computing 6279-th point: lon=99.766702 lat=23.358992
computing 8686-th point: lon=100.666702 lat=25.018263
computing 3856-th point: lon=98.899999 lat=25.250558
computing 6280-th point: lon=99.800006 lat=26.345977
computing 1564-th point: lon=98.066702 lat=25.814868
computing 8687-th point: lon=100.666702 lat=24.985007
computing 1565-th point: lon=98.066702 lat=25.781612
computing 6281-th point: lon=99.800006 lat=26.312809
computing 3857-th point: lon=98.899999 lat=25.217404
computing 8688-th point: lon=100.666702 lat=24.951853
computing 6282-th point: lon=99.800006 lat=26.279546
computing 1566-th point: lon=98.066702 lat=25.748451
computing 8689-th point: lon=100.666702 lat=24.918693
computing 3858-th point: lon=98.899999 lat=25.184148
computing 6283-th point: lon=99.800006 lat=26.246386
computing 1567-th point: lon=98.066702 lat=25.715291
computing 8690-th point: lon=100.666702 lat=24.885437
computing 3859-th point: lon=98.899999 lat=25.150987
computing 6284-th point: lon=99.800006 lat=26.213219
computing 1568-th point: lon=98.066702 lat=25.682028
computing 8691-th point: lon=100.666702 lat=24.852283
computing 3860-th point: lon=98.899999 lat=25.117834
computing 6285-th point: lon=99.800006 lat=26.179955
computing 1569-th point: lon=98.066702 lat=25.648867
computing 8692-th point: lon=100.666702 lat=24.819129
computing 6286-th point: lon=99.800006 lat=26.146795
computing 3861-th point: lon=98.899999 lat=25.084578
computing 1570-th point: lon=98.066702 lat=25.615707
computing 8693-th point: lon=100.666702 lat=24.785873
computing 6287-th point: lon=99.800006 lat=26.113634
computing 3862-th point: lon=98.899999 lat=25.051417
computing 1571-th point: lon=98.066702 lat=25.582451
computing 8694-th point: lon=100.666702 lat=24.752719
computing 6288-th point: lon=99.800006 lat=26.080365
computing 3863-th point: lon=98.899999 lat=25.018263
computing 6289-th point: lon=99.800006 lat=26.047204
computing 8695-th point: lon=100.666702 lat=24.719565
computing 1572-th point: lon=98.066702 lat=25.549290
computing 3864-th point: lon=98.899999 lat=24.985007
computing 8696-th point: lon=100.666702 lat=24.686309
computing 6290-th point: lon=99.800006 lat=26.014043
computing 1573-th point: lon=98.066702 lat=25.516129
computing 3865-th point: lon=98.899999 lat=24.951853
computing 8697-th point: lon=100.666702 lat=24.653155
computing 1574-th point: lon=98.066702 lat=25.482873
computing 6291-th point: lon=99.800006 lat=25.980780
computing 3866-th point: lon=98.899999 lat=24.918693
computing 8698-th point: lon=100.666702 lat=24.620002
computing 1575-th point: lon=98.066702 lat=25.449713
computing 6292-th point: lon=99.800006 lat=25.947620
computing 8699-th point: lon=100.666702 lat=24.586746
computing 6293-th point: lon=99.800006 lat=25.914459
computing 3867-th point: lon=98.899999 lat=24.885437
computing 8700-th point: lon=100.666702 lat=24.553592
computing 6294-th point: lon=99.800006 lat=25.881196
computing 3868-th point: lon=98.899999 lat=24.852283
computing 1576-th point: lon=98.066702 lat=25.416552
computing 8701-th point: lon=100.666702 lat=24.520438
computing 6295-th point: lon=99.800006 lat=25.848036
computing 3869-th point: lon=98.899999 lat=24.819129
computing 1577-th point: lon=98.066702 lat=25.383296
computing 6296-th point: lon=99.800006 lat=25.814868
computing 8702-th point: lon=100.666702 lat=24.487189
computing 3870-th point: lon=98.899999 lat=24.785873
computing 1578-th point: lon=98.066702 lat=25.350135
computing 6297-th point: lon=99.800006 lat=25.781612
computing 8703-th point: lon=100.666702 lat=24.454035
computing 1579-th point: lon=98.066702 lat=25.316975
computing 3871-th point: lon=98.899999 lat=24.752719
computing 6298-th point: lon=99.800006 lat=25.748451
computing 8704-th point: lon=100.666702 lat=24.420881
computing 1580-th point: lon=98.066702 lat=25.283719
computing 3872-th point: lon=98.899999 lat=24.719565
computing 8705-th point: lon=100.666702 lat=24.387625
computing 6299-th point: lon=99.800006 lat=25.715291
computing 1581-th point: lon=98.066702 lat=25.250558
computing 3873-th point: lon=98.899999 lat=24.686309
computing 8706-th point: lon=100.666702 lat=24.354478
computing 6300-th point: lon=99.800006 lat=25.682028
computing 1582-th point: lon=98.066702 lat=25.217404
computing 3874-th point: lon=98.899999 lat=24.653155
computing 8707-th point: lon=100.666702 lat=24.321324
computing 6301-th point: lon=99.800006 lat=25.648867
computing 1583-th point: lon=98.066702 lat=25.184148
computing 3875-th point: lon=98.899999 lat=24.620002
computing 8708-th point: lon=100.666702 lat=24.288068
computing 6302-th point: lon=99.800006 lat=25.615707
computing 1584-th point: lon=98.066702 lat=25.150987
computing 3876-th point: lon=98.899999 lat=24.586746
computing 8709-th point: lon=100.666702 lat=24.254921
computing 6303-th point: lon=99.800006 lat=25.582451
computing 1585-th point: lon=98.066702 lat=25.117834
computing 3877-th point: lon=98.899999 lat=24.553592
computing 6304-th point: lon=99.800006 lat=25.549290
computing 1586-th point: lon=98.066702 lat=25.084578
computing 8710-th point: lon=100.666702 lat=24.221768
computing 3878-th point: lon=98.899999 lat=24.520438
computing 6305-th point: lon=99.800006 lat=25.516129
computing 1587-th point: lon=98.066702 lat=25.051417
computing 8711-th point: lon=100.666702 lat=24.188518
computing 1588-th point: lon=98.066702 lat=25.018263
computing 8712-th point: lon=100.666702 lat=24.155364
computing 6306-th point: lon=99.800006 lat=25.482873
computing 3879-th point: lon=98.899999 lat=24.487189
computing 8713-th point: lon=100.666702 lat=24.122211
computing 6307-th point: lon=99.800006 lat=25.449713
computing 1589-th point: lon=98.066702 lat=24.985007
computing 3880-th point: lon=98.899999 lat=24.454035
computing 8714-th point: lon=100.666702 lat=24.088961
computing 6308-th point: lon=99.800006 lat=25.416552
computing 1590-th point: lon=98.066702 lat=24.951853
computing 3881-th point: lon=98.899999 lat=24.420881
computing 6309-th point: lon=99.800006 lat=25.383296
computing 8715-th point: lon=100.666702 lat=24.055814
computing 1591-th point: lon=98.066702 lat=24.918693
computing 3882-th point: lon=98.899999 lat=24.387625
computing 6310-th point: lon=99.800006 lat=25.350135
computing 8716-th point: lon=100.666702 lat=24.022661
computing 1592-th point: lon=98.066702 lat=24.885437
computing 3883-th point: lon=98.899999 lat=24.354478
computing 6311-th point: lon=99.800006 lat=25.316975
computing 1593-th point: lon=98.066702 lat=24.852283
computing 8717-th point: lon=100.666702 lat=23.989411
computing 3884-th point: lon=98.899999 lat=24.321324
computing 6312-th point: lon=99.800006 lat=25.283719
computing 1594-th point: lon=98.066702 lat=24.819129
computing 8718-th point: lon=100.666702 lat=23.956264
computing 6313-th point: lon=99.800006 lat=25.250558
computing 3885-th point: lon=98.899999 lat=24.288068
computing 1595-th point: lon=98.066702 lat=24.785873
computing 8719-th point: lon=100.666702 lat=23.923111
computing 3886-th point: lon=98.899999 lat=24.254921
computing 6314-th point: lon=99.800006 lat=25.217404
computing 1596-th point: lon=98.066702 lat=24.752719
computing 8720-th point: lon=100.666702 lat=23.889861
computing 6315-th point: lon=99.800006 lat=25.184148
computing 1597-th point: lon=98.066702 lat=24.719565
computing 8721-th point: lon=100.666702 lat=23.856714
computing 3887-th point: lon=98.899999 lat=24.221768
computing 6316-th point: lon=99.800006 lat=25.150987
computing 1598-th point: lon=98.066702 lat=24.686309
computing 8722-th point: lon=100.666702 lat=23.823561
computing 3888-th point: lon=98.899999 lat=24.188518
computing 6317-th point: lon=99.800006 lat=25.117834
computing 1599-th point: lon=98.066702 lat=24.653155
computing 8723-th point: lon=100.666702 lat=23.790311
computing 3889-th point: lon=98.899999 lat=24.155364
computing 6318-th point: lon=99.800006 lat=25.084578
computing 1600-th point: lon=98.066702 lat=24.620002
computing 8724-th point: lon=100.666702 lat=23.757164
computing 3890-th point: lon=98.899999 lat=24.122211
computing 6319-th point: lon=99.800006 lat=25.051417
computing 1601-th point: lon=98.066702 lat=24.586746
computing 3891-th point: lon=98.899999 lat=24.088961
computing 8725-th point: lon=100.666702 lat=23.724018
computing 6320-th point: lon=99.800006 lat=25.018263
computing 1602-th point: lon=98.066702 lat=24.553592
computing 8726-th point: lon=100.666702 lat=23.690768
computing 3892-th point: lon=98.899999 lat=24.055814
computing 6321-th point: lon=99.800006 lat=24.985007
computing 1603-th point: lon=98.066702 lat=24.520438
computing 8727-th point: lon=100.666702 lat=23.657614
computing 3893-th point: lon=98.899999 lat=24.022661
computing 6322-th point: lon=99.800006 lat=24.951853
computing 1604-th point: lon=98.066702 lat=24.487189
computing 8728-th point: lon=100.666702 lat=23.624468
computing 6323-th point: lon=99.800006 lat=24.918693
computing 3894-th point: lon=98.899999 lat=23.989411
computing 1605-th point: lon=98.066702 lat=24.454035
computing 8729-th point: lon=100.666702 lat=23.591218
computing 6324-th point: lon=99.800006 lat=24.885437
computing 3895-th point: lon=98.899999 lat=23.956264
computing 1606-th point: lon=98.066702 lat=24.420881
computing 8730-th point: lon=100.666702 lat=23.558078
computing 6325-th point: lon=99.800006 lat=24.852283
computing 3896-th point: lon=98.899999 lat=23.923111
computing 1607-th point: lon=98.066702 lat=24.387625
computing 8731-th point: lon=100.666702 lat=23.524924
computing 6326-th point: lon=99.800006 lat=24.819129
computing 3897-th point: lon=98.899999 lat=23.889861
computing 1608-th point: lon=98.066702 lat=24.354478
computing 8732-th point: lon=100.666702 lat=23.491682
computing 6327-th point: lon=99.800006 lat=24.785873
computing 1609-th point: lon=98.066702 lat=24.321324
computing 3898-th point: lon=98.899999 lat=23.856714
computing 6328-th point: lon=99.800006 lat=24.752719
computing 8733-th point: lon=100.666702 lat=23.458535
computing 1610-th point: lon=98.066702 lat=24.288068
computing 3899-th point: lon=98.899999 lat=23.823561
computing 8734-th point: lon=100.666702 lat=23.425381
computing 6329-th point: lon=99.800006 lat=24.719565
computing 1611-th point: lon=98.066702 lat=24.254921
computing 3900-th point: lon=98.899999 lat=23.790311
computing 8735-th point: lon=100.666702 lat=23.392139
computing 6330-th point: lon=99.800006 lat=24.686309
computing 1612-th point: lon=98.066702 lat=24.221768
computing 3901-th point: lon=98.899999 lat=23.757164
computing 8736-th point: lon=100.666702 lat=23.358992
computing 6331-th point: lon=99.800006 lat=24.653155
computing 1613-th point: lon=98.066702 lat=24.188518
computing 8737-th point: lon=100.699999 lat=26.345977
computing 6332-th point: lon=99.800006 lat=24.620002
computing 3902-th point: lon=98.899999 lat=23.724018
computing 1614-th point: lon=98.066702 lat=24.155364
computing 8738-th point: lon=100.699999 lat=26.312809
computing 6333-th point: lon=99.800006 lat=24.586746
computing 3903-th point: lon=98.899999 lat=23.690768
computing 1615-th point: lon=98.066702 lat=24.122211
computing 8739-th point: lon=100.699999 lat=26.279546
computing 6334-th point: lon=99.800006 lat=24.553592
computing 3904-th point: lon=98.899999 lat=23.657614
computing 1616-th point: lon=98.066702 lat=24.088961
computing 8740-th point: lon=100.699999 lat=26.246386
computing 6335-th point: lon=99.800006 lat=24.520438
computing 1617-th point: lon=98.066702 lat=24.055814
computing 3905-th point: lon=98.899999 lat=23.624468
computing 8741-th point: lon=100.699999 lat=26.213219
computing 1618-th point: lon=98.066702 lat=24.022661
computing 3906-th point: lon=98.899999 lat=23.591218
computing 6336-th point: lon=99.800006 lat=24.487189
computing 8742-th point: lon=100.699999 lat=26.179955
computing 6337-th point: lon=99.800006 lat=24.454035
computing 3907-th point: lon=98.899999 lat=23.558078
computing 8743-th point: lon=100.699999 lat=26.146795
computing 6338-th point: lon=99.800006 lat=24.420881
computing 3908-th point: lon=98.899999 lat=23.524924
computing 8744-th point: lon=100.699999 lat=26.113634
computing 1619-th point: lon=98.066702 lat=23.989411
computing 6339-th point: lon=99.800006 lat=24.387625
computing 3909-th point: lon=98.899999 lat=23.491682
computing 1620-th point: lon=98.066702 lat=23.956264
computing 6340-th point: lon=99.800006 lat=24.354478
computing 3910-th point: lon=98.899999 lat=23.458535
computing 8745-th point: lon=100.699999 lat=26.080365
computing 1621-th point: lon=98.066702 lat=23.923111
computing 6341-th point: lon=99.800006 lat=24.321324
computing 1622-th point: lon=98.066702 lat=23.889861
computing 3911-th point: lon=98.899999 lat=23.425381
computing 8746-th point: lon=100.699999 lat=26.047204
computing 6342-th point: lon=99.800006 lat=24.288068
computing 1623-th point: lon=98.066702 lat=23.856714
computing 1624-th point: lon=98.066702 lat=23.823561
computing 6343-th point: lon=99.800006 lat=24.254921
computing 8747-th point: lon=100.699999 lat=26.014043
computing 3912-th point: lon=98.899999 lat=23.392139
computing 1625-th point: lon=98.066702 lat=23.790311
computing 6344-th point: lon=99.800006 lat=24.221768
computing 1626-th point: lon=98.066702 lat=23.757164
computing 6345-th point: lon=99.800006 lat=24.188518
computing 8748-th point: lon=100.699999 lat=25.980780
computing 3913-th point: lon=98.899999 lat=23.358992
computing 1627-th point: lon=98.066702 lat=23.724018
computing 6346-th point: lon=99.800006 lat=24.155364
computing 8749-th point: lon=100.699999 lat=25.947620
computing 1628-th point: lon=98.066702 lat=23.690768
computing 6347-th point: lon=99.800006 lat=24.122211
computing 3914-th point: lon=98.933296 lat=26.345977
computing 1629-th point: lon=98.066702 lat=23.657614
computing 6348-th point: lon=99.800006 lat=24.088961
computing 8750-th point: lon=100.699999 lat=25.914459
computing 3915-th point: lon=98.933296 lat=26.312809
computing 1630-th point: lon=98.066702 lat=23.624468
computing 6349-th point: lon=99.800006 lat=24.055814
computing 1631-th point: lon=98.066702 lat=23.591218
computing 6350-th point: lon=99.800006 lat=24.022661
computing 8751-th point: lon=100.699999 lat=25.881196
computing 3916-th point: lon=98.933296 lat=26.279546
computing 1632-th point: lon=98.066702 lat=23.558078
computing 6351-th point: lon=99.800006 lat=23.989411
computing 1633-th point: lon=98.066702 lat=23.524924
computing 8752-th point: lon=100.699999 lat=25.848036
computing 3917-th point: lon=98.933296 lat=26.246386
computing 6352-th point: lon=99.800006 lat=23.956264
computing 1634-th point: lon=98.066702 lat=23.491682
computing 6353-th point: lon=99.800006 lat=23.923111
computing 8753-th point: lon=100.699999 lat=25.814868
computing 1635-th point: lon=98.066702 lat=23.458535
computing 3918-th point: lon=98.933296 lat=26.213219
computing 6354-th point: lon=99.800006 lat=23.889861
computing 1636-th point: lon=98.066702 lat=23.425381
computing 8754-th point: lon=100.699999 lat=25.781612
computing 6355-th point: lon=99.800006 lat=23.856714
computing 3919-th point: lon=98.933296 lat=26.179955
computing 1637-th point: lon=98.066702 lat=23.392139
computing 8755-th point: lon=100.699999 lat=25.748451
computing 6356-th point: lon=99.800006 lat=23.823561
computing 3920-th point: lon=98.933296 lat=26.146795
computing 1638-th point: lon=98.066702 lat=23.358992
computing 8756-th point: lon=100.699999 lat=25.715291
computing 3921-th point: lon=98.933296 lat=26.113634
computing 6357-th point: lon=99.800006 lat=23.790311
computing 1639-th point: lon=98.099999 lat=26.345977
computing 8757-th point: lon=100.699999 lat=25.682028
computing 3922-th point: lon=98.933296 lat=26.080365
computing 6358-th point: lon=99.800006 lat=23.757164
computing 1640-th point: lon=98.099999 lat=26.312809
computing 8758-th point: lon=100.699999 lat=25.648867
computing 3923-th point: lon=98.933296 lat=26.047204
computing 6359-th point: lon=99.800006 lat=23.724018
computing 1641-th point: lon=98.099999 lat=26.279546
computing 8759-th point: lon=100.699999 lat=25.615707
computing 3924-th point: lon=98.933296 lat=26.014043
computing 6360-th point: lon=99.800006 lat=23.690768
computing 1642-th point: lon=98.099999 lat=26.246386
computing 8760-th point: lon=100.699999 lat=25.582451
computing 3925-th point: lon=98.933296 lat=25.980780
computing 6361-th point: lon=99.800006 lat=23.657614
computing 8761-th point: lon=100.699999 lat=25.549290
computing 1643-th point: lon=98.099999 lat=26.213219
computing 3926-th point: lon=98.933296 lat=25.947620
computing 6362-th point: lon=99.800006 lat=23.624468
computing 8762-th point: lon=100.699999 lat=25.516129
computing 1644-th point: lon=98.099999 lat=26.179955
computing 3927-th point: lon=98.933296 lat=25.914459
computing 6363-th point: lon=99.800006 lat=23.591218
computing 8763-th point: lon=100.699999 lat=25.482873
computing 3928-th point: lon=98.933296 lat=25.881196
computing 1645-th point: lon=98.099999 lat=26.146795
computing 6364-th point: lon=99.800006 lat=23.558078
computing 8764-th point: lon=100.699999 lat=25.449713
computing 3929-th point: lon=98.933296 lat=25.848036
computing 1646-th point: lon=98.099999 lat=26.113634
computing 6365-th point: lon=99.800006 lat=23.524924
computing 8765-th point: lon=100.699999 lat=25.416552
computing 3930-th point: lon=98.933296 lat=25.814868
computing 1647-th point: lon=98.099999 lat=26.080365
computing 6366-th point: lon=99.800006 lat=23.491682
computing 8766-th point: lon=100.699999 lat=25.383296
computing 3931-th point: lon=98.933296 lat=25.781612
computing 1648-th point: lon=98.099999 lat=26.047204
computing 8767-th point: lon=100.699999 lat=25.350135
computing 6367-th point: lon=99.800006 lat=23.458535
computing 3932-th point: lon=98.933296 lat=25.748451
computing 1649-th point: lon=98.099999 lat=26.014043
computing 8768-th point: lon=100.699999 lat=25.316975
computing 6368-th point: lon=99.800006 lat=23.425381
computing 3933-th point: lon=98.933296 lat=25.715291
computing 1650-th point: lon=98.099999 lat=25.980780
computing 8769-th point: lon=100.699999 lat=25.283719
computing 6369-th point: lon=99.800006 lat=23.392139
computing 3934-th point: lon=98.933296 lat=25.682028
computing 1651-th point: lon=98.099999 lat=25.947620
computing 8770-th point: lon=100.699999 lat=25.250558
computing 6370-th point: lon=99.800006 lat=23.358992
computing 3935-th point: lon=98.933296 lat=25.648867
computing 1652-th point: lon=98.099999 lat=25.914459
computing 8771-th point: lon=100.699999 lat=25.217404
computing 6371-th point: lon=99.833296 lat=26.345977
computing 3936-th point: lon=98.933296 lat=25.615707
computing 1653-th point: lon=98.099999 lat=25.881196
computing 8772-th point: lon=100.699999 lat=25.184148
computing 6372-th point: lon=99.833296 lat=26.312809
computing 3937-th point: lon=98.933296 lat=25.582451
computing 1654-th point: lon=98.099999 lat=25.848036
computing 8773-th point: lon=100.699999 lat=25.150987
computing 6373-th point: lon=99.833296 lat=26.279546
computing 3938-th point: lon=98.933296 lat=25.549290
computing 8774-th point: lon=100.699999 lat=25.117834
computing 1655-th point: lon=98.099999 lat=25.814868
computing 6374-th point: lon=99.833296 lat=26.246386
computing 3939-th point: lon=98.933296 lat=25.516129
computing 8775-th point: lon=100.699999 lat=25.084578
computing 1656-th point: lon=98.099999 lat=25.781612
computing 6375-th point: lon=99.833296 lat=26.213219
